Restaurant,Restaurant Type,Area,District,Start Day,Start Month,Start Year,base on District-# of ppl able to work>15 - 19,base on District-# of ppl able to work>20 - 24,base on District-# of ppl able to work>25 - 29,base on District-# of ppl able to work>30 - 34,base on District-# of ppl able to work>35 - 39,base on District-# of ppl able to work>40 - 44,base on District-# of ppl able to work>45 - 49,base on District-# of ppl able to work>50 - 54,base on District-# of ppl able to work>55 - 59,base on District-# of ppl able to work>60 - 64,base on District-# of ppl able to work>65+,base on Area #of worker location>15 - 19,base on Area #of worker location>20 - 24,base on Area #of worker location>25 - 29,base on Area #of worker location>30 - 34,base on Area #of worker location>35 - 39,base on Area #of worker location>40 - 44,base on Area #of worker location>45 - 49,base on Area #of worker location>50 - 54,base on Area #of worker location>55 - 59,base on Area #of worker location>60 - 64,base on Area #of worker location>65+,total Sales,payment type-cash,payment type-visa/master,payment type-others,#of transaction,sqf,mthly rent,Restaurant Type.1,Location Type,Restaurant Status
3932,2,2,5,1,1,2018,2490,15726,23120,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5342846,5381509,780753,512497,43782,4069,35947,2,2,0
3933,2,2,5,1,1,2018,2490,15734,23128,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5342924,5368180,780761,511272,43790,3571,36025,2,2,0
3934,2,2,5,1,1,2018,2490,16181,23575,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5343116,5348014,781208,507241,44237,3344,36217,2,2,0
3935,2,2,5,1,1,2018,2490,15354,22748,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5343325,5384072,780381,511608,43410,2150,36426,2,2,0
3936,2,2,5,1,1,2018,2490,14185,21579,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5343426,5337929,779212,506140,42241,2660,36527,2,2,0
3937,2,2,5,1,1,2018,2490,15928,23322,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5343649,5365777,780955,507444,43984,2649,36750,2,2,0
3938,2,2,5,1,1,2018,2490,19545,26939,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5343653,5360894,784572,510667,47601,2797,36754,2,2,0
3939,2,2,5,1,1,2018,2490,17655,25049,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5343734,5346273,782682,512501,45711,1260,36835,2,2,0
3940,2,2,5,1,1,2018,2490,19500,26894,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5343752,5396333,784527,515062,47556,2182,36853,2,2,0
3941,2,2,5,1,1,2018,2490,19265,26659,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5343891,5354109,784292,511162,47321,5100,36992,2,2,0
3942,2,2,5,1,1,2018,2490,15001,22395,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5344419,5365198,780028,511036,43057,4736,37520,2,2,0
3943,2,2,5,1,1,2018,2490,19435,26829,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5344457,5359205,784462,514703,47491,1011,37558,2,2,0
3944,2,2,5,1,1,2018,2490,16564,23958,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5345430,5355883,781591,513088,44620,5245,38531,2,2,0
3945,2,2,5,1,1,2018,2490,15162,22556,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5345603,5364933,780189,507498,43218,3300,38704,2,2,0
3946,2,2,5,1,1,2018,2490,15218,22612,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5345793,5367525,780245,510194,43274,3173,38894,2,2,0
3947,2,2,5,1,1,2018,2490,14571,21965,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5346246,5364356,779598,508400,42627,5966,39347,2,2,0
3948,2,2,5,1,1,2018,2490,16443,23837,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5346302,5385077,781470,508965,44499,4466,39403,2,2,0
3949,2,2,5,1,1,2018,2490,15633,23027,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5346323,5356066,780660,509477,43689,3633,39424,2,2,0
3950,2,2,5,1,1,2018,2490,14003,21397,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5346576,5371506,779030,505486,42059,6096,39677,2,2,0
3951,2,2,9,2,10,2019,3595,22594,36671,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5730791,5764009,779487,507646,51393,1412,40116,2,4,1
3952,2,2,9,2,10,2019,3595,26642,40719,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5730796,5764900,783535,513332,55441,4183,40121,2,4,1
3953,2,2,9,2,10,2019,3595,23436,37513,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5730871,5752697,780329,511142,52235,5719,40196,2,4,1
3954,2,2,9,2,10,2019,3595,26416,40493,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5731189,5755682,783309,513644,55215,1524,40514,2,4,1
3955,2,2,9,2,10,2019,3595,22530,36607,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5731251,5765230,779423,510259,51329,2527,40576,2,4,1
3956,2,2,9,2,10,2019,3595,24790,38867,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5731256,5775357,781683,510706,53589,3696,40581,2,4,1
3957,2,2,9,2,10,2019,3595,26095,40172,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5731398,5735993,782988,509760,54894,4023,40723,2,4,1
3958,2,2,9,2,10,2019,3595,25012,39089,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5731410,5733546,781905,509958,53811,521,40735,2,4,1
3959,2,2,9,2,10,2019,3595,24886,38963,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5732131,5774864,781779,510816,53685,4531,41456,2,4,1
3960,2,2,9,2,10,2019,3595,23915,37992,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5732184,5759799,780808,508925,52714,3221,41509,2,4,1
3961,2,2,9,2,10,2019,3595,26088,40165,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5732271,5755458,782981,511974,54887,4867,41596,2,4,1
3962,2,2,9,2,10,2019,3595,26093,40170,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5732350,5735733,782986,513603,54892,2920,41675,2,4,1
3963,2,2,9,2,10,2019,3595,26884,40961,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5732766,5738789,783777,513080,55683,2785,42091,2,4,1
3964,2,2,9,2,10,2019,3595,26508,40585,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5733018,5787085,783401,513438,55307,3399,42343,2,4,1
3965,2,2,9,2,10,2019,3595,24501,38578,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5733083,5732808,781394,507854,53300,4224,42408,2,4,1
3966,2,2,9,2,10,2019,3595,26296,40373,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5733815,5768111,783189,511868,55095,5240,43140,2,4,1
3967,2,2,9,2,10,2019,3595,23199,37276,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5733872,5774973,780092,506631,51998,4274,43197,2,4,1
3968,2,2,9,2,10,2019,3595,24570,38647,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5733922,5769890,781463,510425,53369,920,43247,2,4,1
3969,2,2,9,2,10,2019,3595,26596,40673,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5734012,5786023,783489,509551,55395,405,43337,2,4,1
3970,2,2,9,2,10,2019,3595,26300,40377,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5734334,5763186,783193,510235,55099,3736,43659,2,4,1
3971,2,2,9,2,10,2019,3595,22414,36491,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5734411,5762976,779307,509607,51213,5780,43736,2,4,1
3972,2,2,9,2,10,2019,3595,23322,37399,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5734767,5751422,780215,510634,52121,1768,44092,2,4,1
3973,2,2,9,2,10,2019,3595,24575,38652,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5734848,5779355,781468,513208,53374,2571,44173,2,4,1
3974,2,2,9,2,10,2019,3595,21947,36024,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5736254,5752027,778840,507336,50746,4966,45579,2,4,1
3975,2,2,9,2,10,2019,3595,23240,37317,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5736284,5788955,780133,508107,52039,865,45609,2,4,1
3976,2,2,9,2,10,2019,3595,22499,36576,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5736437,5737494,779392,509555,51298,1218,45762,2,4,1
3977,2,2,9,2,10,2019,3595,27707,41784,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5736501,5779153,784600,512093,56506,5612,45826,2,4,1
3978,2,2,9,2,10,2019,3595,24163,38240,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5736506,5764879,781056,507943,52962,3676,45831,2,4,1
3979,2,2,9,2,10,2019,3595,26386,40463,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5736680,5768050,783279,513547,55185,5563,46005,2,4,1
3980,2,2,9,2,10,2019,3595,27176,41253,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5737017,5744214,784069,510343,55975,4352,46342,2,4,1
3981,2,2,9,2,10,2019,3595,22028,36105,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5737075,5743496,778921,504981,50827,1846,46400,2,4,1
3982,2,2,9,2,10,2019,3595,24277,38354,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5737253,5758110,781170,507779,53076,1936,46578,2,4,1
3983,2,2,9,2,10,2019,3595,24656,38733,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5737307,5776753,781549,507604,53455,5659,46632,2,4,1
3984,2,2,9,2,10,2019,3595,26581,40658,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5737420,5785909,783474,512164,55380,2960,46745,2,4,1
3985,2,2,9,2,10,2019,3595,27445,41522,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5737559,5772707,784338,512803,56244,1941,46884,2,4,1
3986,2,2,9,2,10,2019,3595,24419,38496,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5737877,5748627,781312,508795,53218,4042,47202,2,4,1
3987,2,2,9,2,10,2019,3595,22193,36270,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5737958,5756788,779086,505620,50992,3649,47283,2,4,1
3988,2,2,9,2,10,2019,3595,25074,39151,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5738382,5757370,781967,508504,53873,2575,47707,2,4,1
3989,2,2,9,2,10,2019,3595,24449,38526,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5738778,5740727,781342,507825,53248,2192,48103,2,4,1
3990,2,2,9,2,10,2019,3595,24144,38221,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5739112,5752225,781037,508318,52943,1143,48437,2,4,1
3991,2,2,9,2,10,2019,3595,25752,39829,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5739531,5767111,782645,514109,54551,2249,48856,2,4,1
3992,2,2,9,2,10,2019,3595,22715,36792,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5739548,5733576,779608,507748,51514,5787,48873,2,4,1
3993,2,2,9,2,10,2019,3595,25446,39523,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5739727,5756372,782339,508374,54245,4084,49052,2,4,1
3994,2,2,9,2,10,2019,3595,23496,37573,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5739957,5735526,780389,510620,52295,1237,49282,2,4,1
3995,2,2,9,2,10,2019,3595,25666,39743,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5740121,5731356,782559,511008,54465,2291,49446,2,4,1
3996,2,2,9,2,10,2019,3595,24046,38123,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5740145,5787324,780939,512697,52845,4379,49470,2,4,1
3997,2,2,9,2,10,2019,3595,22611,36688,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5740256,5751611,779504,510055,51410,623,49581,2,4,1
3998,2,2,9,2,10,2019,3595,25041,39118,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5740601,5737610,781934,511177,53840,433,49926,2,4,1
3999,2,2,9,2,10,2019,3595,25715,39792,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5740609,5751403,782608,512217,54514,4613,49934,2,4,1
4000,2,2,9,2,10,2019,3595,23166,37243,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5740628,5739648,780059,506676,51965,5481,49953,2,4,1
4001,2,3,11,20,1,2020,2505,16078,24875,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5797086,1360243,4303460,176855,25230,7937,50399,2,1,1
4002,2,3,11,20,1,2020,2505,16416,25213,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5797450,1365421,4303798,178566,25568,6570,50763,2,1,1
4003,2,3,11,20,1,2020,2505,13103,21900,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5797459,1353852,4300485,179140,22255,5516,50772,2,1,1
4004,2,3,11,20,1,2020,2505,14642,23439,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5797519,1329843,4302024,177182,23794,6167,50832,2,1,1
4005,2,3,11,20,1,2020,2505,15300,24097,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5797583,1355022,4302682,181730,24452,7922,50896,2,1,1
4006,2,3,11,20,1,2020,2505,12166,20963,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5797681,1381959,4299548,175023,21318,3563,50994,2,1,1
4007,2,3,11,20,1,2020,2505,15426,24223,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5797721,1377166,4302808,179604,24578,8614,51034,2,1,1
4008,2,3,11,20,1,2020,2505,15479,24276,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5798000,1365982,4302861,177372,24631,6979,51313,2,1,1
4009,2,3,11,20,1,2020,2505,13372,22169,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5798147,1326916,4300754,178101,22524,7392,51460,2,1,1
4010,2,3,11,20,1,2020,2505,16984,25781,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5798471,1336724,4304366,179685,26136,4592,51784,2,1,1
4011,2,3,11,20,1,2020,2505,13713,22510,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5798938,1374420,4301095,176233,22865,8811,52251,2,1,1
4012,2,3,11,20,1,2020,2505,13905,22702,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5799236,1354113,4301287,179366,23057,6689,52549,2,1,1
4013,2,3,11,20,1,2020,2505,13230,22027,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5799282,1331057,4300612,177752,22382,4752,52595,2,1,1
4014,2,3,11,20,1,2020,2505,15218,24015,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5799782,1329732,4302600,177913,24370,5612,53095,2,1,1
4015,2,3,11,20,1,2020,2505,15007,23804,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5799962,1343029,4302389,181434,24159,8651,53275,2,1,1
4016,2,3,11,20,1,2020,2505,15822,24619,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5800338,1369411,4303204,177668,24974,8839,53651,2,1,1
4017,2,3,11,20,1,2020,2505,11790,20587,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5800631,1363778,4299172,177095,20942,7308,53944,2,1,1
4018,2,3,11,20,1,2020,2505,15630,24427,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5801010,1382052,4303012,178636,24782,4986,54323,2,1,1
4019,2,3,11,20,1,2020,2505,11949,20746,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5801182,1363492,4299331,173103,21101,4959,54495,2,1,1
4020,2,3,11,20,1,2020,2505,16199,24996,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5801205,1349798,4303581,179395,25351,8142,54518,2,1,1
4021,2,3,11,20,1,2020,2505,16998,25795,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5801385,1369223,4304380,180704,26150,4641,54698,2,1,1
4022,2,3,11,20,1,2020,2505,12825,21622,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5801389,1371100,4300207,173542,21977,4531,54702,2,1,1
4023,2,3,11,20,1,2020,2505,11758,20555,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5801396,1373019,4299140,175108,20910,8674,54709,2,1,1
4024,2,3,11,20,1,2020,2505,12191,20988,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5801444,1377236,4299573,178169,21343,7615,54757,2,1,1
4025,2,3,11,20,1,2020,2505,14828,23625,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5801652,1353740,4302210,178739,23980,8619,54965,2,1,1
4026,2,3,11,20,1,2020,2505,15463,24260,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5801691,1327513,4302845,176572,24615,8615,55004,2,1,1
4027,2,3,11,20,1,2020,2505,11979,20776,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5801744,1328318,4299361,177563,21131,8043,55057,2,1,1
4028,2,3,11,20,1,2020,2505,15261,24058,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5801892,1349338,4302643,176509,24413,6113,55205,2,1,1
4029,2,3,11,20,1,2020,2505,15577,24374,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5802194,1380014,4302959,177787,24729,3945,55507,2,1,1
4030,2,3,11,20,1,2020,2505,16835,25632,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5802345,1329207,4304217,180521,25987,4372,55658,2,1,1
4031,2,3,11,20,1,2020,2505,13597,22394,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5802367,1382409,4300979,179301,22749,6050,55680,2,1,1
4032,2,3,11,20,1,2020,2505,12770,21567,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5802682,1352931,4300152,178494,21922,6406,55995,2,1,1
4033,2,3,11,20,1,2020,2505,16154,24951,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5802728,1334421,4303536,182370,25306,8366,56041,2,1,1
4034,2,3,11,20,1,2020,2505,14050,22847,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5803037,1355932,4301432,178415,23202,4076,56350,2,1,1
4035,2,3,11,20,1,2020,2505,12073,20870,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5803186,1327918,4299455,173482,21225,4534,56499,2,1,1
4036,2,3,11,20,1,2020,2505,12578,21375,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5803213,1361540,4299960,178380,21730,8009,56526,2,1,1
4037,2,3,11,20,1,2020,2505,11944,20741,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5803416,1379739,4299326,173026,21096,7206,56729,2,1,1
4038,2,3,11,20,1,2020,2505,15963,24760,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5803531,1363843,4303345,181186,25115,6447,56844,2,1,1
4039,2,3,11,20,1,2020,2505,11916,20713,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5803774,1343160,4299298,173753,21068,5625,57087,2,1,1
4040,2,3,11,20,1,2020,2505,12055,20852,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5803909,1377069,4299437,177018,21207,8807,57222,2,1,1
4041,2,3,11,20,1,2020,2505,15827,24624,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5803976,1342041,4303209,181540,24979,6567,57289,2,1,1
4042,2,3,11,20,1,2020,2505,17013,25810,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5804152,1356096,4304395,180981,26165,8817,57465,2,1,1
4043,2,3,11,20,1,2020,2505,12429,21226,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5804261,1353838,4299811,176609,21581,6339,57574,2,1,1
4044,2,3,11,20,1,2020,2505,11723,20520,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5804453,1367554,4299105,177806,20875,5842,57766,2,1,1
4045,2,3,11,20,1,2020,2505,13579,22376,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5804472,1342644,4300961,179089,22731,6353,57785,2,1,1
4046,2,3,11,20,1,2020,2505,11536,20333,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5804524,1358831,4298918,177080,20688,6049,57837,2,1,1
4047,2,3,11,20,1,2020,2505,11490,20287,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5804713,1331636,4298872,176871,20642,7230,58026,2,1,1
4048,2,3,11,20,1,2020,2505,13096,21893,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5805202,1326526,4300478,176091,22248,3501,58515,2,1,1
4049,2,3,11,20,1,2020,2505,16823,25620,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5806516,1370583,4304205,182293,25975,4573,59829,2,1,1
4050,2,3,11,20,1,2020,2505,11498,20295,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5806589,1382897,4298880,177917,20650,4335,59902,2,1,1
4051,6,2,8,12,10,2019,3198,20913,28902,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5840826,5854784,784380,515163,58955,4480,60102,6,2,1
4052,6,2,8,12,10,2019,3198,19345,27334,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5840912,5859799,782812,510158,57387,2629,60188,6,2,1
