Restaurant Type,Area,District,Start Day,Start Month,Start Year,base on District-# of ppl able to work>15 - 19,base on District-# of ppl able to work>20 - 24,base on District-# of ppl able to work>25 - 29,base on District-# of ppl able to work>30 - 34,base on District-# of ppl able to work>35 - 39,base on District-# of ppl able to work>40 - 44,base on District-# of ppl able to work>45 - 49,base on District-# of ppl able to work>50 - 54,base on District-# of ppl able to work>55 - 59,base on District-# of ppl able to work>60 - 64,base on District-# of ppl able to work>65+,base on Area #of worker location>15 - 19,base on Area #of worker location>20 - 24,base on Area #of worker location>25 - 29,base on Area #of worker location>30 - 34,base on Area #of worker location>35 - 39,base on Area #of worker location>40 - 44,base on Area #of worker location>45 - 49,base on Area #of worker location>50 - 54,base on Area #of worker location>55 - 59,base on Area #of worker location>60 - 64,base on Area #of worker location>65+,total Sales,payment type-cash,payment type-visa/master,payment type-others,#of transaction,Restaurant Status,sqf,mthly rent,Restaurant Type.1,Location Type
4,3,12,7,9,2019,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,4164795.999,4028721.608,92676.38796,43398.00311,11219.43721,1,2000,11000,4,2
4,2,10,25,7,2019,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,4317208.072,4215099.848,92948.25262,9159.97058,11752.43721,1,450,40000,4,2
4,2,9,17,9,2019,3198,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1990079.756,1756385.821,92911.97795,140781.9573,12919.43721,1,500,56000,4,2
4,2,6,16,6,2019,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5420289.489,5285538.876,91897.9503,42852.66259,11978.43721,1,450,45000,4,1
4,1,4,25,9,2019,1958,7638,14489,18103,18217,17977,16847,18401,15068,8773,5860,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,8091043.412,8072723.367,9160.022404,9160.022404,12434.43721,1,1200,105000,4,2
4,1,4,21,7,2019,2739,7638,14489,18103,18217,17977,16847,18401,15068,8773,5860,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,9122239.767,9094991.376,18088.1187,9160.271897,12224.43721,1,2347,102000,4,2
4,4,16,13,3,2019,2026,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2406722.076,2279083.274,118478.5299,9160.271897,12529.43721,0,1298,74000,4,3
4,3,13,3,9,2019,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1357356.899,1256208.598,91988.02885,9160.271897,12092.43721,1,3200,10000,4,2
4,2,7,9,6,2019,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1371680.336,1251809.293,110710.771,9160.271897,12535.43721,0,450,35000,4,2
4,3,12,2,6,2019,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1132868.795,891029.617,175526.5179,66312.66024,12356.43721,1,1000,124568,4,2
4,2,8,17,6,2019,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1081179.631,925921.7003,88099.42497,67158.50533,12934.43721,1,1000,80000,4,2
4,1,3,13,6,2019,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2172443.323,1928705.404,145315.0695,98422.84976,11098.43721,1,900,85000,4,2
4,1,2,28,5,2019,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,4114163.628,3815522.8,199472.4995,99168.32849,12434.43721,1,1800,120000,4,2
4,2,5,10,5,2019,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2323594.243,2187379.837,101499.4196,34714.9865,12568.43721,1,2000,65000,4,1
4,3,12,3,6,2019,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2780450.716,2516595.022,165407.7915,98447.90307,11213.43721,1,1500,80000,4,2
4,2,6,10,6,2019,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,3204822.203,2836778.911,199405.7434,168637.5488,11112.43721,1,800,58800,4,1
4,1,2,29,6,2019,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,3077720.452,2843467.152,199538.3269,34714.97352,11534.43721,1,3500,100000,4,3
4,4,17,7,9,2019,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2751301.562,2520655.346,132884.6611,97761.55461,11476.43721,1,700,68000,4,1
4,4,18,22,4,2019,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,3190805.306,2841421.596,198242.35,151141.36,12359.43721,1,960,80000,4,1
4,3,12,7,6,2019,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,3137484.764,2843004.05,133617.7559,160862.9579,12562.43721,1,1000,80000,4,2
4,2,5,25,6,2019,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,4392419.031,4132006.411,198937.806,61474.81379,11114.43721,1,1600,98000,4,2
4,2,10,5,6,2019,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,3950315.424,3665810.3,116695.5617,167809.5628,11208.43721,1,730,73000,4,1
4,2,5,23,4,2019,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,7169690.909,6915703.864,117527.479,136459.566,12109.43721,1,1500,40000,4,2
4,3,14,21,4,2019,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,6100943.243,5948386.827,117841.2042,34715.2115,12106.43721,1,1000,65000,4,1
4,1,2,24,9,2019,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,7081173.37,6911871.689,118347.7248,50953.95701,12319.43721,1,650,70000,4,2
4,1,2,10,9,2019,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,6980635.523,6911205.068,34715.22757,34715.22757,12142.43721,1,500,25000,4,2
4,3,11,7,6,2019,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,9155157.236,8888647.707,81820.62343,184688.9059,12581.43721,1,2500,40000,4,2
4,2,8,30,6,2019,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,3350569.968,3066161.781,114540.1877,169867.9986,12534.43721,1,8690,300000,4,2
4,2,10,30,6,2019,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,9108007.682,8887354.652,92728.64117,127924.3894,12051.43721,1,500,45000,4,2
4,4,16,6,6,2019,2739,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,9136546.676,8901490.439,34715.19086,200341.0466,12517.43721,1,960,115000,4,3
4,2,10,11,9,2019,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,6245724.638,5984266.04,59690.323,201768.2748,12314.43721,1,800,58800,4,2
4,2,10,4,7,2019,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2671243.287,2422354.929,99354.69243,149533.6654,12557.43721,1,500,50000,4,2
4,2,10,16,7,2019,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,5484551.103,5335230.253,60661.56463,88659.28455,12554.43721,1,650,60000,4,1
4,2,8,30,6,2019,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,8106795.642,7882754.513,58271.36065,165769.7684,12532.43721,1,2000,40000,4,2
4,3,13,21,7,2019,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,7253159.046,6903683.309,145997.6521,203478.0847,12156.43721,1,2500,40000,4,2
4,3,13,21,9,2019,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,7251358.86,6917393.263,169865.1436,164100.4536,12368.43721,1,6020,14000,4,2
4,2,8,25,6,2019,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,8694063.915,8538991.55,120357.239,34715.12633,12452.43721,1,11692,242000,4,2
4,3,13,9,5,2019,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,7266930.958,6911437.753,165787.3098,189705.8948,12441.43721,1,800,58800,4,2
4,4,18,30,6,2019,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1944537.398,1648325.092,179516.7396,116695.5669,12128.43721,1,148,18900,4,2
4,2,8,16,7,2019,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,4257724.697,3934765.555,205431.6144,117527.5272,12137.43721,1,1500,180000,4,2
4,2,10,18,6,2019,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,4227327.176,3977899.814,131586.1398,117841.2218,11977.43721,1,2000,73900,4,1
4,1,3,29,6,2019,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2590375.528,2318330.416,153697.3812,118347.731,11219.43721,1,750,30000,4,2
4,3,13,18,9,2019,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,4054059.02,3903733.842,57911.79682,92413.38084,11977.43721,1,500,15000,4,2
4,1,1,20,12,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,447543.1335,382792.9708,22455.74689,42294.41577,3468.919187,1,500,48000,4,3
4,3,13,10,12,2020,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,841145.542,789576.6224,36232.80966,15336.10989,3412.335853,1,650,60000,4,2
4,1,3,29,7,2020,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,468110.2717,450380.1718,15821.74989,1908.349969,3228.00252,1,2000,40000,4,2
4,1,2,23,7,2020,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,563288.681,518966.6687,29135.9954,15186.01687,3292.460853,1,1157,32000,4,2
4,1,2,17,12,2020,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,651699.4099,585671.6456,36218.90194,29808.8624,3368.294187,1,1581,36363,4,3
4,1,2,31,7,2020,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,625219.9037,587065.0291,36246.5247,1908.349942,3272.335853,1,1300,45000,4,3
4,4,16,2,12,2020,2739,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,557215.9427,519812.5696,22360.34227,15043.03086,3427.794187,1,1850,60000,4,1
4,3,12,4,5,2020,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,648779.222,586638.8717,35976.52837,26163.82193,3768.169187,1,800,35000,4,3
4,4,17,31,5,2020,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,637670.7766,586968.5495,22513.07105,28189.156,3493.710853,0,1297,78000,4,2
4,3,14,29,12,2020,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,899115.4126,855510.7081,36121.41597,7483.28855,3626.710853,1,500,75000,4,2
4,3,12,27,5,2020,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,807010.5003,758386.5183,18987.61558,29636.36643,3565.460853,1,148,18900,4,2
4,3,14,19,3,2020,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1477713.723,1435447.678,19160.92846,23105.11671,3654.419187,1,6000,75000,4,2
4,2,8,18,3,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1255057.971,1233923.295,19226.29433,1908.381535,3526.960853,1,1100,112000,4,2
4,3,14,16,3,2020,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1459272.573,1434649.308,19331.81801,5291.447527,3656.169187,1,1800,63000,4,1
4,2,6,4,6,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1438327.192,1434510.428,1908.381637,1908.381637,3603.960853,1,3500,106050,4,2
4,2,8,17,6,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1891352.547,1846477.645,11722.0077,33152.89434,3772.544187,1,500,56000,4,2
4,1,3,29,3,2020,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,682063.5288,633459.7436,18538.58089,30065.20432,3237.044187,1,900,40000,4,1
4,1,3,17,5,2020,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1881529.718,1846208.258,13994.5065,21326.95287,3626.710853,1,3000,60000,4,2
4,4,17,12,5,2020,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1887475.343,1849153.214,1908.374539,36413.75422,3665.794187,1,800,35000,4,2
4,4,17,28,3,2020,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1285220.749,1241398.131,7111.524037,36711.09387,3270.585853,1,3074,128000,4,3
4,2,7,18,3,2020,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,540537.136,499333.3161,15374.93237,25828.88752,3241.12752,1,600,45000,4,2
4,4,18,28,6,2020,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1126642.928,1106182.342,7313.863908,13146.72168,3364.210853,1,650,80000,4,3
4,2,10,18,3,2020,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1672943.87,1636916.563,6815.900538,29211.40689,3347.294187,1,550,65000,4,1
4,2,10,9,6,2020,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1495102.918,1432943.395,25092.21677,37067.30613,3604.835853,1,600,100000,4,1
4,2,9,3,6,2020,2739,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1494727.878,1435799.636,30064.60992,28863.63254,3664.044187,1,1000,63000,4,1
4,2,7,30,3,2020,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1795291.437,1773632.612,19750.46198,1908.363361,3241.710853,1,2350,168000,4,2
4,2,8,26,6,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1497972.067,1434558.904,29215.06304,34198.09912,3269.12752,1,410,40000,4,2
4,2,8,30,6,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,389140.0756,338077.1,32075.36015,18987.61545,3531.919187,1,3410,80000,4,2
4,2,5,29,6,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,871054.0962,814418.8631,37474.2922,19160.94086,3531.044187,1,768,55000,4,2
4,3,12,2,6,2020,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,864721.2795,823405.1671,22089.819,19226.2934,3593.169187,1,250,35000,4,2
4,2,8,23,5,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,523689.6876,477661.5425,26696.32672,19331.81837,3541.544187,1,2000,130000,4,2
4,2,9,31,3,2020,3198,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,828623.7483,807953.9229,6741.000263,13928.82514,3669.585853,1,600,50000,4,3
4,4,17,17,3,2020,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,867665.8331,839317.0016,19307.58082,9041.250647,3655.87752,1,5130,118500,4,2
4,2,10,13,6,2020,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,899418.3483,878145.8018,19364.2193,1908.327204,3515.00252,1,897,72000,4,3
4,4,16,30,6,2020,2739,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,414599.9491,365913.7126,19356.66207,29329.57443,3650.919187,1,500,25000,4,2
4,1,1,19,5,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1129226.977,1101153.933,19145.40631,8927.63804,3591.710853,1,3000,120000,4,3
4,1,2,13,5,2020,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1685634.044,1681817.368,1908.338001,1908.338001,3662.585853,1,1500,45000,4,1
4,2,5,25,5,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1900466.618,1894789.87,3768.358062,1908.389979,3661.710853,1,2000,75000,4,2
4,2,9,31,5,2020,2739,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,501400.4325,474809.0155,24683.02707,1908.389979,3655.294187,1,380,100000,4,2
4,1,2,13,5,2020,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,282782.6873,261710.1247,19164.17268,1908.389979,3545.62752,1,350,60000,4,3
4,2,5,9,5,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,285766.7366,260793.6027,23064.74397,1908.389979,3607.460853,1,500,45000,4,1
4,2,7,16,5,2020,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,236014.3323,185631.1702,36568.02456,13815.13755,3631.960853,1,298,27000,4,2
4,1,3,2,5,2020,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,225245.7564,192900.3542,18354.04687,13991.35528,3628.75252,1,400,67000,4,2
4,4,15,28,5,2020,2704,10590,17238,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,452592.359,401813.6258,30273.97282,20504.76037,3537.460853,1,350,40000,4,3
4,4,17,3,5,2020,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,393224.0297,385240.2529,397.5780291,7586.198797,3540.085853,1,1000,60000,4,1
4,2,5,30,3,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,267754.3227,258624.6106,1481.567508,7648.144556,3493.419187,1,500,30000,4,1
4,2,10,28,3,2020,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,112611.9033,104027.7742,3203.11091,5381.018233,3272.335853,1,1558,71000,4,1
4,4,15,28,3,2020,2704,10590,17238,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,234717.2766,230454.6546,1523.721648,2738.900351,3493.419187,1,1000,52998,4,1
4,3,12,30,3,2020,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,348529.9729,341024.2839,1419.979279,6085.70977,3555.835853,1,600,40000,4,2
4,2,8,17,3,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,311479.7746,298529.874,5227.545161,7722.355444,3495.14002,1,6200,90000,4,2
4,3,12,21,5,2020,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,311401.6413,299124.9241,6263.4604,6013.25678,3685.860853,1,2428,125000,4,1
4,1,4,30,3,2020,1958,7638,14489,18103,18217,17977,16847,18401,15068,8773,5860,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,374019.0494,369506.7942,4114.67958,397.5757002,3906.12752,1,500,50000,4,3
4,2,5,29,5,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,312077.5139,298866.4384,6086.471466,7124.603983,3530.460853,1,649,66700,4,1
4,2,8,30,6,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,475467.4751,392101.0847,31763.86077,51602.52966,3762.044187,1,4993,162000,4,2
4,1,1,30,6,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,869069.8858,798884.7363,45540.92354,24644.22599,3734.456409,1,1000,100000,4,2
4,2,6,30,6,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,496034.6089,459688.2857,25129.86377,11216.45941,3829.123101,0,3500,50000,4,2
4,2,8,30,6,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,591213.021,528274.7826,38444.10928,24494.12909,3707.373126,1,2344,60000,4,3
4,2,8,30,6,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,679623.7516,594979.7595,45527.01471,39116.97739,3842.289818,1,400,40000,4,3
4,2,7,24,3,2020,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,653144.2415,596373.1429,45554.63858,11216.45994,3795.789843,1,2000,125000,4,2
4,2,5,16,3,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,585140.2838,529120.6835,31668.45615,24351.14419,3970.081535,1,950,65000,4,3
4,2,5,9,6,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,676703.5647,595946.9855,45284.64336,35471.93581,3440.289894,1,403,80000,4,2
4,2,5,30,6,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,665595.1177,596276.6634,31821.18494,37497.26933,3835.664919,1,4000,100000,4,2
4,1,3,27,3,2020,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,834934.8397,767694.6321,28295.72835,38944.4792,3490.956636,1,300,35000,4,2
4,1,2,5,6,2020,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1505638.064,1444755.791,28469.04235,32413.23059,3467.206661,1,700,48000,4,3
4,3,11,30,6,2020,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1282982.317,1243231.409,28534.40711,11216.50097,3595.998353,1,900,95000,4,3
4,3,14,30,6,2020,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1487196.911,1443957.421,28639.93189,14599.55753,3584.790045,1,500,80000,4,2
4,3,14,30,6,2020,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1466251.542,1443818.542,11216.49996,11216.49996,3848.04007,1,2000,11000,4,2
4,1,3,25,3,2020,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1919276.888,1855785.759,21030.12158,42461.00767,3912.956762,1,450,40000,4,2
4,1,3,26,3,2020,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,709987.8699,642767.8575,27846.69477,39373.31765,3496.331788,1,500,56000,4,2
