Unknown,Restaurant,Restaurant Type,Area,District,Start Day,Start Month,Start Year,base on District-# of ppl able to work>15 - 19,base on District-# of ppl able to work>20 - 24,base on District-# of ppl able to work>25 - 29,base on District-# of ppl able to work>30 - 34,base on District-# of ppl able to work>35 - 39,base on District-# of ppl able to work>40 - 44,base on District-# of ppl able to work>45 - 49,base on District-# of ppl able to work>50 - 54,base on District-# of ppl able to work>55 - 59,base on District-# of ppl able to work>60 - 64,base on District-# of ppl able to work>65+,base on Area #of worker location>15 - 19,base on Area #of worker location>20 - 24,base on Area #of worker location>25 - 29,base on Area #of worker location>30 - 34,base on Area #of worker location>35 - 39,base on Area #of worker location>40 - 44,base on Area #of worker location>45 - 49,base on Area #of worker location>50 - 54,base on Area #of worker location>55 - 59,base on Area #of worker location>60 - 64,base on Area #of worker location>65+,total Sales,payment type-cash,payment type-visa/master,payment type-others,#of transaction,Restaurant Status,sqf,mthly rent,Restaurant Type.1,Location Type,
4664,4665,4,2,9,13,8,2020,2739,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,842482.0116,770210.3556,30811.45293,41460.20303,3551.434133,1,2000,40000,4,2,
4665,4666,4,1,1,30,6,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1513185.235,1447271.515,30984.7658,34928.95405,3416.267492,1,1157,32000,4,2,
4666,4667,4,1,3,30,8,2020,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1917001.225,1858032.096,25818.33954,33150.79021,3481.142643,1,500,75000,4,2,
4667,4668,4,1,1,4,6,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1320692.26,1253221.968,18935.35955,48534.93234,3578.892694,1,6000,75000,4,2,
4668,4669,4,3,14,24,4,2020,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1708415.377,1648740.4,18639.73621,41035.24124,3235.271356,1,3500,106050,4,2,
4669,4670,4,4,17,7,8,2020,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1530574.43,1444767.233,36916.05261,48891.1446,3094.396356,1,500,56000,4,2,
4670,4671,4,2,8,7,4,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1530199.391,1447623.473,41888.44839,40687.46989,3274.646356,1,900,40000,4,2,
4671,4672,4,3,14,30,6,2020,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1830762.954,1785456.449,31574.30046,13732.20396,3052.688022,1,3000,60000,4,2,
4672,4673,4,3,12,19,5,2020,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1533443.579,1446382.742,41038.90038,46021.93646,3156.813022,1,800,35000,4,2,
4673,4674,4,2,5,10,6,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,900192.7899,835229.0045,33913.65581,31050.12966,3507.104689,1,650,80000,4,2,
4674,4675,4,2,8,30,6,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,559161.2002,489485.3798,38520.16353,31155.65684,3195.313022,1,550,65000,4,2,
4675,4676,4,2,6,20,4,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,450071.4623,377737.55,31180.49941,41153.41289,3308.350295,1,410,40000,4,3,
4676,4677,4,2,8,2,5,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1164698.493,1112977.77,30969.24535,20751.47756,3443.266987,1,3410,80000,4,1,
4677,4678,4,2,7,11,6,2020,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1721105.554,1693641.205,13732.17404,13732.17404,3396.767012,1,768,55000,4,2,
4678,4679,4,2,5,27,6,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1935938.134,1906613.707,15592.20358,13732.22327,3571.058704,1,250,35000,4,2,
4679,4680,4,2,8,30,6,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,318254.1948,273533.962,30988.00949,13732.22327,3457.813022,1,600,50000,4,2,
4680,4681,4,2,5,5,4,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,148083.4206,115851.6115,15026.94975,17204.85928,3642.906598,0,380,100000,4,3,
4681,4682,4,2,6,14,8,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,270188.7905,242278.4919,13347.57116,14562.72745,3230.317463,1,350,60000,4,2,
4682,4683,4,2,8,18,8,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,384001.5082,352848.1212,13243.83661,17909.55039,3267.478328,1,500,45000,4,2,
4683,4684,4,3,12,18,5,2020,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,474057.4568,391631.0786,31293.85465,51132.52354,3716.657653,1,500,30000,4,2,
4684,4685,4,1,2,27,5,2020,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,867659.8693,798414.7302,45070.9176,24174.22155,3712.693518,1,1558,71000,4,2,
4685,4686,4,3,13,19,4,2020,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,494624.5921,459218.2796,24659.85783,10746.45466,3581.562716,1,1000,52998,4,2,
4686,4687,4,2,5,23,4,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,589803.0038,527804.7765,37974.10316,24024.1241,3727.223581,1,600,40000,4,2,
4687,4688,4,2,6,16,4,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,678213.7326,594509.7533,45057.00785,38646.97145,3677.759446,0,6200,90000,4,2,
4688,4689,4,2,8,18,4,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,651734.2205,595903.1368,45084.63246,10746.45122,3758.378644,0,2428,125000,4,2,
4689,4690,4,2,6,8,4,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,583730.2658,528650.6773,31198.45021,23881.13825,3767.247843,1,500,50000,4,2,
4690,4691,4,2,9,8,4,2020,2739,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,675293.5443,595476.9794,44814.63725,35001.92762,3770.575374,1,649,66700,4,2,
4691,4692,4,2,9,26,4,2020,2739,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,925629.7403,864348.8158,44959.52373,16321.40071,3742.230437,1,1000,100000,4,1,
4692,4693,4,3,13,19,4,2020,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,833524.8228,767224.626,27825.72336,38474.47346,3776.474636,0,3500,50000,4,2,
4693,4694,4,1,3,3,4,2020,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1504228.046,1444285.785,27999.03623,31943.22447,3783.010501,0,2344,60000,4,2,
4694,4695,4,1,1,20,4,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1917866.87,1855315.753,20560.11615,41991.00155,3701.463032,0,403,80000,4,2,
4695,4696,4,2,7,17,5,2020,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,708577.8505,642297.8513,27376.68763,38903.31153,3713.832231,0,4000,100000,4,2,
4696,4697,4,4,17,2,8,2020,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1913989.672,1857991.322,10746.48816,45251.86199,3465.570627,1,300,35000,4,2,
4697,4698,4,2,7,20,8,2020,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1311735.071,1250236.239,15949.63015,45549.2024,3696.398159,1,700,48000,4,2,
4698,4699,4,1,2,26,7,2020,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,567051.4611,508171.4239,24213.04162,34666.99566,3768.559024,1,900,95000,4,1,
4699,4700,4,1,2,15,7,2020,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1153157.251,1115020.45,16151.97089,21984.83003,3717.607389,1,500,80000,4,2,
4700,4701,4,1,2,23,6,2020,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1699458.188,1645754.67,15654.00628,38049.51166,3918.072421,1,2000,11000,4,1,
4701,4702,4,1,1,30,6,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1521617.241,1441781.503,33930.32304,45905.41502,3273.083285,1,450,40000,4,2,
4702,4703,4,4,17,30,6,2020,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1521242.202,1444637.743,38902.71881,37701.74031,3782.160817,1,500,56000,4,1,
4703,4704,4,2,8,30,6,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1821805.765,1782470.72,28588.57089,10746.47438,4023.488349,1,450,45000,4,2,
4704,4705,4,1,3,25,7,2020,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,891235.6008,832243.2749,30927.92588,28064.40009,2924.8701,1,3200,10000,4,2,
4705,4706,4,4,17,7,6,2020,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,550204.0117,486499.6503,35534.43396,28169.92744,2989.328433,0,450,35000,4,1,
4706,4707,4,1,3,4,7,2020,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,855138.069,816792.0307,15579.1069,22766.93141,3065.161766,1,1000,124568,4,2,
4707,4708,4,2,7,29,6,2020,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,894180.16,848155.1094,28145.68897,17879.3617,2969.203433,0,1000,80000,4,1,
4708,4709,4,2,9,7,4,2020,3198,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,441114.2737,374751.8204,28194.76984,38167.6835,3465.036766,0,1800,120000,4,3,
4709,4710,4,2,10,30,6,2020,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1155741.304,1109992.04,27983.51577,17765.74798,3190.578433,0,2000,65000,4,2,
4710,4711,4,1,2,12,4,2020,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,309297.0061,270548.2324,28002.27992,10746.4937,3223.828433,1,700,68000,4,2,
4711,4712,4,2,6,9,7,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,312281.057,269631.7104,31902.85284,10746.4937,3353.036766,1,960,80000,4,2,
4712,4713,4,2,8,29,7,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,251760.0803,201738.462,27192.15426,22829.46406,3469.411766,1,1600,98000,4,2,
4713,4714,4,1,2,14,4,2020,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,479106.682,410651.7336,39112.08006,29342.86831,2933.911766,1,730,73000,4,2,
4714,4715,4,1,1,21,5,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,294268.6285,267462.7184,10319.66009,16486.25,3362.661766,1,1000,65000,4,2,
4715,4716,4,2,6,15,4,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,261231.6018,239292.7623,10361.84159,11576.99787,2937.9951,1,500,25000,4,1,
4716,4717,4,1,2,28,4,2020,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,375044.3202,349862.3916,10258.10774,14923.82082,3061.078433,1,2500,40000,4,2,
4717,4718,4,3,12,19,5,2020,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,337994.0927,307367.9818,14065.65179,16560.45914,3044.161766,1,8690,300000,4,1,
4718,4719,4,2,10,24,4,2020,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,678069.8878,560097.218,62644.99087,55327.67891,3352.7451,1,800,58800,4,2,
4719,4720,4,1,3,26,4,2020,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,769633.1663,626923.5201,76261.1779,66448.46828,3211.8701,1,148,18900,4,2,
4720,4721,4,3,14,24,4,2020,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,758524.7252,627253.1979,62797.72322,68473.80405,3347.786766,1,1500,180000,4,2,
4721,4722,4,4,16,30,6,2020,2026,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1019969.362,895795.3565,76406.06439,47767.94137,3288.578433,1,2000,73900,4,3,
4722,4723,4,2,8,30,6,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,927864.4448,798671.1667,59272.26402,69921.01411,3359.453433,1,750,30000,4,2,
4723,4724,4,4,16,30,6,2020,2026,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1598567.676,1475732.326,59445.58063,63389.76888,3358.578433,1,500,15000,4,2,
4724,4725,4,2,8,26,6,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1375911.921,1274207.943,59510.94183,42193.03627,3352.161766,1,500,48000,4,2,
4725,4726,4,2,7,17,6,2020,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1580126.519,1474933.956,59616.47055,45576.09244,3242.4951,0,650,60000,4,2,
4726,4727,4,2,5,30,6,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2012206.488,1886762.293,52006.65306,73437.54221,3328.828433,0,1157,32000,4,2,
4727,4728,4,3,12,30,6,2020,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,802917.4706,673744.392,58823.22829,70349.85032,3325.6201,0,1581,36363,4,2,
4728,4729,4,1,2,19,6,2020,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2002383.66,1886492.907,54279.15437,61611.59942,3234.328433,0,1300,45000,4,2,
4729,4730,4,2,7,30,6,2020,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2008329.294,1889437.862,42193.02882,76698.40265,3236.953433,0,1850,60000,4,2,
4730,4731,4,3,11,30,6,2020,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1406074.688,1281682.779,47396.16518,76995.74306,3190.286766,0,800,35000,4,2,
4731,4732,4,1,3,30,6,2020,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,661391.085,539617.9645,55659.5804,66113.54007,2969.203433,1,1297,78000,4,2,
4732,4733,4,2,5,18,6,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1247496.871,1146466.99,47598.51155,53431.36882,3190.286766,1,500,75000,4,3,
4733,4734,4,2,6,30,6,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1615956.863,1473228.044,65376.8637,77351.95568,3192.0076,1,6000,75000,4,2,
4734,4735,4,2,8,30,6,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1615581.828,1476084.284,70349.25947,69148.28472,3382.728433,1,1100,112000,4,2,
4735,4736,4,2,8,8,6,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1916145.393,1813917.26,60035.10967,42193.02253,3602.9951,1,1800,63000,4,2,
4736,4737,4,3,12,30,6,2020,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,509994.0216,378361.7484,72360.0082,59272.26498,3458.911766,0,500,56000,4,2,
4737,4738,4,3,12,1,6,2020,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,991908.0387,854703.5115,77758.93822,59445.58891,3431.323989,0,900,40000,4,2,
4738,4739,4,2,6,10,8,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,985575.2247,863689.8155,62374.47029,59510.93887,3525.990681,1,3000,60000,4,2,
4739,4740,4,3,12,30,6,2020,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,644543.6318,517946.1909,66980.97274,59616.4681,3404.240706,0,800,35000,4,2,
4740,4741,4,2,7,10,6,2020,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,949477.6909,848238.5713,47025.64756,54213.47206,3539.157398,1,3074,128000,4,2,
4741,4742,4,2,5,23,8,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,988519.7857,879601.65,59592.23337,49325.90235,3492.657423,1,600,45000,4,3,
4742,4743,4,1,3,15,8,2020,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1020272.294,918430.4502,59648.871,42192.97275,3666.949115,1,650,80000,4,2,
4743,4744,4,3,14,4,5,2020,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,535453.8938,406198.3611,59641.30862,69614.22415,3137.157474,1,550,65000,4,2,
4744,4745,4,2,7,30,6,2020,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1250080.924,1141438.581,59430.05455,49212.28864,3532.532499,1,600,100000,4,2,
4745,4746,4,1,2,15,6,2020,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1806487.981,1722102.017,42192.98208,42192.98208,3577.324191,1,1000,63000,4,2,
4746,4747,4,2,7,14,6,2020,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,622254.3813,515093.6639,64967.67549,42193.04185,3164.074241,0,410,40000,4,3,
4747,4748,4,1,1,30,6,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,346099.7023,233185.0026,58638.69491,54276.00472,3609.824342,0,2000,130000,4,2,
4748,4749,4,1,3,19,6,2020,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,573446.3021,442098.2743,70558.61884,60789.40897,3193.199367,0,600,50000,4,2,
4749,4750,4,1,3,30,6,2020,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,514078.0273,425524.9013,40682.27614,47870.84989,3226.324393,0,5130,118500,4,2,
4750,4751,4,1,3,1,8,2020,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,388608.2523,298909.259,41766.19887,47932.7944,3494.824418,1,897,72000,4,1,
4751,4752,4,2,5,25,8,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,233465.8456,144312.4226,43487.75298,45665.67,3499.657777,1,500,25000,4,2,
4752,4753,4,1,3,30,5,2020,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,432333.709,338814.5224,45512.19244,48006.99417,3655.324519,0,2000,75000,4,2,
4753,4754,4,1,2,24,8,2020,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,432255.5829,339409.5725,46548.10266,46297.90772,3647.324544,1,380,100000,4,3,
4754,4755,4,2,10,2,8,2020,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,494873.0036,409791.4426,44399.32351,40682.23746,3512.157903,1,350,60000,4,3,
4755,4756,4,2,6,22,8,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,432931.4411,339151.0868,46371.11241,47409.24187,3653.782928,1,500,45000,4,2,
4756,4757,4,2,5,24,8,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,579717.8335,426851.2042,66513.98024,86352.64913,3600.282953,1,298,27000,4,1,
4757,4758,4,2,10,11,5,2020,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,973320.2461,833634.8558,80291.04319,59394.34714,3676.866312,1,400,67000,4,3,
4758,4759,4,1,1,12,5,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,783874.1075,629729.8789,80277.13343,73867.09516,3577.033054,1,500,30000,4,2,
4759,4760,4,1,3,30,6,2020,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,689390.6426,563870.8029,66418.5758,59101.26384,3674.783105,0,1000,52998,4,3,
4760,4761,4,1,1,30,6,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,769845.48,631026.7829,66571.30816,72247.38898,3591.699822,0,6200,90000,4,2,
4761,4762,4,3,13,3,5,2020,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,939185.1996,802444.7516,63045.84895,73694.59905,3190.286766,1,500,50000,4,2,
4762,4763,4,3,14,15,6,2020,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1609888.43,1479505.911,63219.16556,67163.35381,3370.536766,1,649,66700,4,2,
4763,4764,4,3,14,30,6,2020,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1387232.676,1277981.528,63284.52676,45966.6212,3148.578433,1,4993,162000,4,3,
4764,4765,4,1,2,30,6,2020,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1570501.928,1478568.662,45966.63307,45966.63307,3192.0076,1,3500,50000,4,2,
4765,4766,4,3,14,30,6,2020,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2023527.243,1890535.878,55780.23799,77211.12714,3382.728433,0,2344,60000,4,2,
4766,4767,4,2,8,13,5,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2013704.415,1890266.492,58052.7393,65385.18435,3291.203433,1,2000,125000,4,2,
4767,4768,4,2,6,30,5,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2019650.049,1893211.447,45966.61375,80471.98758,3392.1201,1,950,65000,4,2,
4768,4769,4,2,5,21,5,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1417395.442,1285456.364,51169.75012,80769.32799,3431.323989,1,403,80000,4,2,
4769,4770,4,1,4,23,6,2020,1958,7638,14489,18103,18217,17977,16847,18401,15068,8773,5860,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,672711.8398,543391.5495,59433.16533,69887.125,3525.990681,1,4000,100000,4,2,
