Unknown,Restaurant,Restaurant Type,Area,District,Start Day,Start Month,Start Year,base on District-# of ppl able to work>15 - 19,base on District-# of ppl able to work>20 - 24,base on District-# of ppl able to work>25 - 29,base on District-# of ppl able to work>30 - 34,base on District-# of ppl able to work>35 - 39,base on District-# of ppl able to work>40 - 44,base on District-# of ppl able to work>45 - 49,base on District-# of ppl able to work>50 - 54,base on District-# of ppl able to work>55 - 59,base on District-# of ppl able to work>60 - 64,base on District-# of ppl able to work>65+,base on Area #of worker location>15 - 19,base on Area #of worker location>20 - 24,base on Area #of worker location>25 - 29,base on Area #of worker location>30 - 34,base on Area #of worker location>35 - 39,base on Area #of worker location>40 - 44,base on Area #of worker location>45 - 49,base on Area #of worker location>50 - 54,base on Area #of worker location>55 - 59,base on Area #of worker location>60 - 64,base on Area #of worker location>65+,total Sales,payment type-cash,payment type-visa/master,payment type-others,#of transaction,Restaurant Status,sqf,mthly rent,Restaurant Type.1,Location Type,
15822,15823,6,4,17,7,4,2018,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,8683430.336,5557931.391,1937960.207,1187538.738,8290,1,403,80000,6,1,
15823,15824,6,4,17,4,12,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,8091592.295,5563838.085,1338639.799,1189114.411,6133,1,4000,100000,6,1,
15841,15842,6,4,17,26,11,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,8483465.111,5557219.228,1937987.146,988258.7378,3344.960853,1,1800,120000,6,3,
15918,15919,6,4,17,26,7,2018,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,6516247.261,3501485.822,1882185.413,1132576.026,3580.086602,1,1558,71000,6,1,
15984,15985,6,4,17,17,1,2018,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,7967872.551,5320772.456,1698723.068,948377.0273,6937,1,2000,40000,6,1,
16076,16077,6,4,17,16,12,2018,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,4275860.147,2155367.912,1535294.116,585198.1194,3555.463553,1,8690,300000,6,1,
16088,16089,6,4,17,30,6,2018,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,7477525.205,5155901.3,1535380.075,786243.8303,4236,1,650,80000,6,3,
16089,16090,6,4,17,22,6,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,4776785.617,3156460.402,835252.7317,785072.4834,9206,1,550,65000,6,2,
16099,16100,6,4,17,24,5,2018,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,7473083.246,5150551.749,1535834.116,786697.3813,7968,1,1558,71000,6,2,
16232,16233,6,4,17,21,7,2020,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1260622.383,928141.0566,262678.5227,69802.80382,2067.75,1,1100,112000,6,1,
16237,16238,6,4,17,25,5,2020,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,744973.2863,375645.713,262658.8209,106668.7524,1365,1,1000,60000,6,1,
16240,16241,6,4,17,28,6,2020,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,727020.2166,376436.6185,262545.5131,88038.08505,1286.75,1,1000,52998,6,1,
16254,16255,6,4,17,23,5,2020,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1260689.045,928346.2611,207505.1866,124837.5977,1992,1,800,58800,6,3,
16323,16324,6,4,17,27,3,2020,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1262280.08,910095.177,244973.6459,107211.2569,758.2922966,1,1850,60000,6,2,
15719,15720,6,4,18,28,4,2018,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,8785042.362,5593162.393,1971113.005,1220766.964,3397.290272,1,2000,11000,6,1,
15752,15753,6,4,18,27,2,2018,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,8563365.496,5585404.689,1964112.036,1013848.771,2906.039995,1,2000,40000,6,3,
15753,15754,6,4,18,18,4,2018,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,8161956.109,5581199.546,1365059.057,1215697.506,3034.831687,1,2500,40000,6,1,
15832,15833,6,4,18,21,7,2018,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,7184769.193,4557815.554,1438297.921,1188655.717,5010,1,450,45000,6,3,
15850,15851,6,4,18,22,9,2018,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,8185700.295,5557382.085,1638920.207,989398.0031,2879.123227,1,730,73000,6,2,
15867,15868,6,4,18,18,3,2018,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,8300605.723,5425584.166,1812629.799,1062391.758,3254.123656,1,148,18900,6,2,
15965,15966,6,4,18,26,12,2018,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,7365729.694,5315790.742,1099650.252,950288.7007,4681,1,2500,40000,6,1,
16077,16078,6,4,18,18,10,2018,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,4984813.124,3162121.463,1036438.524,786253.1364,3755.928585,1,500,45000,6,2,
16078,16079,6,4,18,10,6,2018,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,7382497.868,5159817.708,1336447.83,886232.3294,3110.93945,1,960,115000,6,3,
16079,16080,6,4,18,16,8,2018,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,7481098.022,5160525.463,1535316.402,785256.1568,3620.016981,1,800,58800,6,1,
16302,16303,6,4,18,1,7,2020,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1262182.965,909922.269,244928.5747,107332.1216,849.3225681,1,1100,112000,6,1,
15666,15667,6,3,14,27,12,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,8874663.673,5623036.163,2000986.776,1250640.735,6240,1,3500,106050,6,2,
15685,15686,6,3,14,23,2,2018,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,8872814.694,5619735.673,2001625.959,1251453.061,8550,1,897,72000,6,1,
15698,15699,6,3,14,2,2,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,8789072.158,5595401.25,1971951.046,1221719.862,3173.289742,1,1558,71000,6,2,
15809,15810,6,3,14,29,1,2018,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,6990014.662,3561967.799,1939016.697,1489030.166,6046,1,1000,52998,6,1,
15810,15811,6,3,14,2,1,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,8172055.234,5555818.901,1428329.268,1187907.064,4020,1,600,40000,6,2,
15811,15812,6,3,14,23,4,2018,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,7988960.377,5562645.432,1638091.472,788223.4724,4990,1,6200,90000,6,1,
15866,15867,6,3,14,20,7,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5203793.315,2427791.431,1812640.574,963361.3089,3389.290298,1,800,58800,6,2,
15875,15876,6,3,14,29,7,2018,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,8306071.845,5432145.227,1812174.044,1061752.574,3416.748858,1,1157,32000,6,2,
15879,15880,6,3,14,4,10,2018,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,8120693.151,5426513.799,1712303.105,981876.2477,2932.25252,1,800,35000,6,1,
15924,15925,6,3,14,21,5,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,8420233.711,5505729.658,1682359.781,1232144.272,3539.319197,0,649,66700,6,2,
15929,15930,6,3,14,4,2,2018,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,7921780.975,5507234.311,1282036.026,1132510.638,3606.415188,0,400,40000,6,2,
15960,15961,6,3,14,21,5,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,8022717.832,5505018.671,1383516.091,1134183.071,5294,0,730,73000,6,1,
16008,16009,6,3,14,7,1,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,7968619.98,5320364.701,1699147.476,949107.8028,3241.62353,0,410,40000,6,2,
16104,16105,6,3,14,26,4,2019,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2217078.073,1350606.644,658148.8136,208322.6147,3006,0,450,40000,6,1,
16126,16127,6,3,14,24,11,2019,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,3204559.933,2210250.19,657943.3092,336366.4346,3120,0,1000,63000,6,2,
16134,16135,6,3,14,12,12,2019,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,3206580.971,2210896.196,658452.8719,337231.904,3569,0,1558,71000,6,2,
16146,16147,6,3,14,7,10,2019,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,3206629.776,2211134.971,658359.041,337135.764,2505,0,650,70000,6,2,
16169,16170,6,3,14,22,10,2019,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,3016475.917,2162199.866,523612.7755,330663.2751,1517.415843,0,1558,71000,6,3,
16218,16219,6,3,14,11,7,2019,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,2810367.723,2162738.174,355820.8211,291808.7278,1552.667246,0,960,115000,6,2,
16342,16343,6,3,14,12,6,2020,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,806790.7706,544535.436,154103.8758,108151.4589,844.4675893,0,1157,32000,6,2,
15699,15700,6,3,13,11,9,2018,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,8584308.893,5592385.821,1971093.168,1020829.903,3267.956434,0,1000,52998,6,2,
15815,15816,6,3,13,10,1,2018,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,8684128.295,5556962.33,1938141.921,1189024.044,5390,0,4993,162000,6,1,
15816,15817,6,3,13,16,11,2018,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5483407.315,2557883.636,1937809.84,987713.8398,4648,0,1000,100000,6,2,
15914,15915,6,3,13,4,6,2018,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,8218763.342,5505004.026,1881930.23,831829.0869,3596.234809,0,400,67000,6,1,
15949,15950,6,3,13,11,1,2018,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,8523161.22,5508011.128,1882319.618,1132830.475,5147,0,1000,80000,6,1,
15961,15962,6,3,13,1,4,2018,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,8323966.812,5505521.471,1883836.834,934608.5073,5390,0,1500,40000,6,1,
16027,16028,6,3,13,19,1,2018,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,7853939.616,5280232.77,1661412.362,912294.4843,2890.544187,0,500,30000,6,2,
16040,16041,6,3,13,31,8,2018,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,7854883.698,5281687.464,1661166.239,912029.9945,2879.123227,0,2000,125000,6,2,
16095,16096,6,3,13,8,10,2018,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,6574799.261,5153461.381,935604.4092,485733.4705,3486,0,2000,75000,6,2,
16098,16099,6,3,13,20,11,2018,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,4776936.479,3155045.381,1235827.504,386063.5937,4648,0,500,30000,6,1,
16170,16171,6,3,13,10,8,2019,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,3058733.125,2162503.19,608842.1633,287387.7726,1511.811689,0,1000,52998,6,2,
16256,16257,6,3,13,21,3,2020,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1039515.254,743771.0525,170798.4261,124945.7756,1170.25,0,650,60000,6,1,
15749,15750,6,3,12,22,5,2018,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,8593966.811,5595521.47,1973836.834,1024608.507,3295.669187,0,800,58800,6,1,
15750,15751,6,3,12,13,12,2018,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,6459974.639,3580346.322,1964611.383,915016.9341,3319.289944,0,500,50000,6,1,
15828,15829,6,3,12,6,5,2018,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,8685072.377,5558417.023,1937895.799,1188759.554,5694,0,500,80000,6,1,
15872,15873,6,3,12,24,6,2018,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,8311286.702,5437255.023,1812045.962,1061985.717,3422.957116,0,500,48000,6,3,
15922,15923,6,3,12,17,11,2018,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5313595.991,2501279.862,1881206.066,931110.0624,3614.3308,0,2428,125000,6,1,
16036,16037,6,3,12,20,2,2018,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,6261950.963,4288135.627,1061561.75,912253.5864,3146.206459,0,1000,100000,6,1,
16144,16145,6,3,12,1,10,2019,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,3208039.444,2212328.219,658460.4287,337250.7961,2528,0,960,80000,6,2,
16164,16165,6,3,12,19,8,2019,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1726950.246,872733.0787,609096.9971,245120.1705,1439.561613,0,1500,45000,6,2,
16171,16172,6,3,12,22,10,2019,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1860611.219,1306163.248,437792.0641,116655.9073,1643.436702,0,600,40000,6,2,
16281,16282,6,3,12,26,4,2020,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,710976.0649,358799.2586,245006.0774,107170.7288,793.3224355,0,450,45000,6,1,
16293,16294,6,3,12,10,7,2020,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,962839.1969,610771.6051,244916.8796,107150.7122,755.9058446,0,1157,32000,6,2,
16343,16344,6,3,12,8,6,2020,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1247181.845,911459.236,209207.6259,126514.9829,846.6848889,0,1581,36363,6,2,
15696,15697,6,3,11,21,2,2018,2739,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,8883588.122,5625395.241,2003710.604,1254482.278,2969.294187,0,1000,60000,6,2,
15726,15727,6,3,11,10,8,2018,2739,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,7284957.872,4591211.781,1471694.148,1222051.944,3422.957116,0,3200,10000,6,2,
15751,15752,6,3,11,20,5,2018,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,8768128.762,5588420.118,1964969.914,1214738.73,2929.789969,0,650,60000,6,1,
15829,15830,6,3,11,22,7,2018,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,5984332.785,3558976.126,1237768.452,1187588.207,4922,0,2000,11000,6,1,
15830,15831,6,3,11,22,1,2018,2739,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,8388937.601,5562725.023,1638145.84,1188066.738,5056,0,450,40000,6,1,
15923,15924,6,3,11,13,5,2018,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,6022548.975,3508033.413,1382350.475,1132165.087,3620.866665,0,500,50000,6,2,
16243,16244,6,3,11,24,5,2020,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1315737.377,928404.3319,262549.6064,124783.439,1059,0,403,80000,6,1,
16252,16253,6,3,11,29,5,2020,2739,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1315081.146,927554.9958,262561.3015,124964.8484,1347.5,0,500,25000,6,1,
16287,16288,6,3,11,29,4,2020,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,692075.1059,358012.9862,245026.0941,89036.02557,719.7808067,0,500,25000,6,3,
15648,15649,6,1,1,5,10,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,8873867.02,5621128.408,2001587.755,1251150.857,3955,0,1500,180000,6,2,
15649,15650,6,1,1,29,7,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,8878384.653,5624877.796,2001804,1251702.857,8271,0,2000,73900,6,2,
15671,15672,6,1,1,21,10,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,8878747.592,5625995.02,2001415.837,1251336.735,7968,0,3074,128000,6,1,
15673,15674,6,1,1,30,10,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,8874579.184,5621085.551,2001567.918,1251925.714,4681,0,650,80000,6,2,
15690,15691,6,1,1,10,7,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,8875411.102,5622628.408,2001411.184,1251371.51,5041,0,380,100000,6,3,
15691,15692,6,1,1,29,9,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,8875510.286,5620652.082,2002190.204,1252668,4708,0,350,60000,6,1,
15692,15693,6,1,1,16,12,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,8878592.204,5623384.041,2002427.633,1252780.531,6937,1,500,45000,6,3,
15713,15714,6,1,1,8,5,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,8788833.872,5596437.413,1971228.352,1221168.107,2935.165121,1,4000,100000,6,2,
15717,15718,6,1,1,24,5,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,8191780.974,5597234.311,1372036.025,1222510.638,3309.456889,1,900,95000,6,2,
15797,15798,6,1,1,10,1,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,8264945.578,5583797.179,1665335.301,1015813.097,6392,1,3000,120000,6,1,
15805,15806,6,1,1,12,1,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,8484120.213,5558989.595,1937696.942,987433.6765,5611,1,350,40000,6,2,
15806,15807,6,1,1,20,5,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,8082710.826,5554784.452,1338643.962,1189282.411,4236,1,1000,60000,6,1,
15869,15870,6,1,1,16,12,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5106048.825,2432097.472,1812023.676,861927.6763,3342.248707,1,2000,73900,6,3,
15881,15882,6,1,1,9,6,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,8307713.886,5432630.86,1812109.635,1062973.391,2890.544187,1,500,75000,6,3,
15904,15905,6,1,1,1,7,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5311423.723,2434327.88,1813371.472,1063724.37,3105.334492,1,5130,118500,6,3,
15906,15907,6,1,1,8,7,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,5213921.682,2435333.48,1814012.958,964575.2436,3386.739555,1,500,25000,6,2,
15925,15926,6,1,1,11,11,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,8518833.873,5506437.413,1881228.352,1131168.107,3551.688395,1,4993,162000,6,2,
15927,15928,6,1,1,23,2,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,6318779.995,3506625.005,1881279.781,930875.2094,3303.426792,1,3500,50000,6,2,
15930,15931,6,1,1,8,11,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,6922328.322,4508261.413,1281687.536,1132379.373,3555.463553,1,2000,125000,6,3,
15932,15933,6,1,1,29,4,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,8328240.318,5495696.189,1781485.495,1051058.634,3110.93945,1,403,80000,6,2,
15941,15942,6,1,1,20,2,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,7612535.097,5499373.332,1281516.352,831645.4134,8271,1,500,56000,6,2,
15942,15943,6,1,1,15,2,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,8520890.032,5506990.638,1881829.577,1132069.817,6619,1,450,45000,6,2,
15973,15974,6,1,1,30,12,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,7960983.082,5312376.619,1699422.252,949184.211,3676,1,2500,40000,6,3,
15974,15975,6,1,1,4,9,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,7967147.163,5317968.619,1699148.211,950030.3334,5694,1,6020,14000,6,2,
16020,16021,6,1,1,25,10,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,7558385.984,5284878.239,1661804.444,611703.3007,3386.5405,1,380,100000,6,1,
16035,16036,6,1,1,6,10,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,7261403.616,5287108.525,1061910.239,912384.8517,3267.956434,1,4993,162000,6,2,
16075,16076,6,1,1,7,3,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,7476581.124,5154446.606,1535626.198,786508.3201,3606.415188,1,2500,40000,6,1,
16109,16110,6,1,1,20,3,2019,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,3077583.21,2211039.461,658293.5483,208250.2013,4135.5,1,960,80000,6,2,
16128,16129,6,1,1,3,10,2019,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,3078541.356,2211334.598,529873.3617,337333.3967,2647,1,1800,63000,6,1,
