Restaurant,Restaurant Type,Area,District,Start Day,Start Month,Start Year,base on District-# of ppl able to work>15 - 19,base on District-# of ppl able to work>20 - 24,base on District-# of ppl able to work>25 - 29,base on District-# of ppl able to work>30 - 34,base on District-# of ppl able to work>35 - 39,base on District-# of ppl able to work>40 - 44,base on District-# of ppl able to work>45 - 49,base on District-# of ppl able to work>50 - 54,base on District-# of ppl able to work>55 - 59,base on District-# of ppl able to work>60 - 64,base on District-# of ppl able to work>65+,base on Area #of worker location>15 - 19,base on Area #of worker location>20 - 24,base on Area #of worker location>25 - 29,base on Area #of worker location>30 - 34,base on Area #of worker location>35 - 39,base on Area #of worker location>40 - 44,base on Area #of worker location>45 - 49,base on Area #of worker location>50 - 54,base on Area #of worker location>55 - 59,base on Area #of worker location>60 - 64,base on Area #of worker location>65+, total Sales , payment type-cash , payment type-visa/master , payment type-others ,#of transaction,sqf,mthly rent,Location Type
15166,4,2,5,2,8,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,762,737","741,195","693,422","328,120",3155.879632,300,35000,2
15216,4,1,2,18,6,2020,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,789,791","742,369","691,977","355,446",3498.918302,1157,32000,2
15363,4,2,5,30,6,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,766,718","746,766","695,199","324,754",3748.19846,500,45000,2
15219,4,1,4,12,6,2020,2739,7638,14489,18103,18217,17977,16847,18401,15068,8773,5860,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,816,228","743,176","729,082","343,969",3537.775897,1850,60000,2
15270,4,3,11,30,6,2020,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,818,439","744,363","746,917","327,159",3405.128091,400,40000,2
15269,4,2,5,30,6,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,805,074","742,935","702,165","359,974",3147.586424,2344,60000,2
15272,4,2,7,25,6,2020,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,831,511","743,743","739,271","348,497",3042.003091,950,65000,2
15325,4,1,3,15,5,2020,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,867,171","745,063","763,045","359,063",3757.207586,2000,40000,2
15376,4,1,3,30,6,2020,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,888,062","746,942","793,332","347,788",3975.789704,4993,162000,2
15375,4,3,11,12,5,2020,2739,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,874,697","745,513","748,580","380,603",3941.545506,649,66700,2
15378,4,3,11,2,6,2020,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,901,133","746,321","785,686","369,126",3900.778101,3500,50000,2
14897,4,3,14,24,4,2020,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,156,269","824,370","167,758","164,141",3235.271356,3500,106050,2
14752,4,3,14,30,6,2020,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"991,377","845,563","100,948","44,866",3493.419187,1500,40000,2
14911,4,2,7,11,6,2020,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,025,339","846,821","123,590","54,929",3396.767012,768,55000,2
15569,4,2,6,30,6,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,220,395","826,745","210,509","183,141",2980.37752,410,40000,2
15533,4,2,8,30,6,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,245,867","827,689","227,490","190,689",3829.436156,2000,40000,2
15547,4,2,5,11,12,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,114,937","850,139","183,322","81,476",2932.544187,1581,36363,2
15480,4,1,3,26,4,2020,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,322,282","830,519","278,433","213,330",3607.638178,1000,52998,2
15494,4,2,8,30,6,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,191,352","852,969","234,265","104,118",3555.095754,4000,100000,2
15056,4,2,7,31,7,2020,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,591,433","840,487","457,867","293,079",3539.157398,300,35000,2
15017,4,1,2,15,6,2020,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,409,560","861,051","379,737","168,772",3577.324191,1000,63000,2
15109,4,2,5,25,8,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,626,244","841,777","481,075","303,393",3053.592132,1850,60000,2
14953,4,2,8,30,6,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,191,518","891,235","257,297","42,986",4023.488349,450,45000,2
15123,4,2,8,30,6,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,495,314","864,227","436,907","194,181",2907.175465,600,45000,2
14900,4,3,14,30,6,2020,5239,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,231,826","892,728","284,169","54,929",3052.688022,3000,60000,2
15282,4,4,18,1,6,2020,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,580,220","867,372","493,510","219,338",3392.003091,500,56000,2
15374,4,3,11,26,5,2020,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,780,773","847,500","584,094","349,179",3869.967974,500,50000,2
15483,4,3,11,8,4,2020,2739,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,397,839","898,877","394,844","104,118",3386.475123,2428,125000,2
14680,4,1,3,17,5,2020,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,134,362","923,104","125,951","85,308",3626.710853,3000,60000,2
14681,4,4,17,12,5,2020,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,087,407","924,577","17,175","145,655",3665.794187,800,35000,2
15430,4,2,8,30,7,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,516,707","903,279","474,090","139,338",3374.516789,2000,73900,2
14700,4,2,5,25,5,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"988,944","947,395","33,915","7,634",3661.710853,2000,75000,2
14733,4,3,14,17,6,2020,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,260,022","927,758","209,724","122,540",3529.456813,450,45000,2
14946,4,4,17,2,8,2020,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,206,722","928,996","96,718","181,007",3465.570627,300,35000,2
15006,4,2,8,8,6,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,616,047","906,959","540,316","168,772",3602.9951,1800,63000,2
14892,4,1,3,30,8,2020,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,293,984","929,016","232,365","132,603",3481.142643,500,75000,2
14731,4,1,3,25,3,2020,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,287,008","927,893","189,271","169,844",3912.956762,450,40000,2
14753,4,3,11,30,6,2020,2739,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,114,603","952,049","117,688","44,866",3673.669187,1000,65000,2
15112,4,1,2,30,8,2020,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,701,801","910,135","597,486","194,181",3214.300465,500,75000,2
14912,4,2,5,27,6,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,148,566","953,307","140,330","54,929",3571.058704,250,35000,2
15565,4,3,11,5,11,2020,2739,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,311,155","932,864","166,341","211,951",2707.960853,550,65000,2
15629,4,1,2,30,3,2020,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,717,934","910,732","608,241","198,961",3112.50252,1000,80000,2
15526,4,2,5,6,12,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,410,569","932,469","271,645","206,455",3894.839268,2500,40000,2
15584,4,1,3,30,11,2020,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,212,692","955,682","183,081","73,929",2932.25252,298,27000,2
15218,4,1,2,6,6,2020,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,771,424","912,713","643,901","214,810",3579.656699,1300,45000,2
15475,4,2,5,16,6,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,459,998","935,165","343,041","181,792",3696.929719,400,67000,2
15476,4,1,2,15,4,2020,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,413,042","936,637","234,266","242,140",3592.971411,350,40000,2
15324,4,2,8,30,6,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,822,367","914,600","677,863","229,904",3615.58256,650,60000,2
15473,4,2,8,8,4,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,486,984","935,299","322,588","229,096",3692.804668,500,45000,2
15377,4,2,8,30,6,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,856,330","915,858","700,505","239,967",3982.325569,1000,100000,2
15495,4,2,7,12,4,2020,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,314,579","959,455","251,005","104,118",3508.595779,382,22000,2
14839,4,2,10,23,4,2020,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,548,701","938,450","402,176","208,075",3142.521356,500,80000,2
15422,4,2,10,26,4,2020,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,578,866","939,567","422,286","217,012",3305.975123,650,60000,2
14837,4,2,7,14,5,2020,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,575,687","938,585","381,724","255,379",3132.021356,700,48000,2
15423,4,2,10,30,6,2020,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,531,910","941,040","313,511","277,360",3254.350123,2000,40000,2
15420,4,2,8,24,6,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,605,852","939,702","401,833","264,316",3244.725123,800,58800,2
14998,4,1,2,19,6,2020,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,678,205","943,246","488,512","246,446",3234.328433,1300,45000,2
14999,4,2,7,30,6,2020,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,631,250","944,719","379,737","306,794",3236.953433,1850,60000,2
14996,4,2,5,30,6,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,705,191","943,381","468,060","293,750",3328.828433,1157,32000,2
15051,4,2,8,13,5,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,729,149","945,133","522,475","261,541",3291.203433,2000,125000,2
15052,4,2,6,30,5,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,682,193","946,606","413,700","321,888",3392.1201,950,65000,2
15104,4,3,11,2,6,2020,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,763,960","946,423","545,682","271,855",2852.342132,650,60000,2
15049,4,3,14,30,6,2020,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,756,135","945,268","502,022","308,845",3382.728433,2344,60000,2
15105,4,2,10,28,8,2020,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,717,005","947,895","436,907","332,202",2928.175465,2000,40000,2
15622,4,4,17,3,6,2020,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,733,137","948,493","447,662","336,982",3318.998808,1800,120000,2
15071,4,1,3,21,5,2020,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,583,730","969,424","430,439","183,867",3644.773802,900,85000,2
15619,4,1,1,2,6,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,807,078","947,155","535,984","323,939",3418.832065,1000,124568,2
15263,4,2,5,19,6,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,848,866","949,567","602,286","297,012",3037.336424,2428,125000,2
15124,4,1,2,30,6,2020,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,618,541","970,713","453,647","194,181",3164.717132,650,80000,2
15264,4,2,8,30,6,2020,2739,14357,25571,28335,26243,24622,24061,27139,22843,13328,7986,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,801,910","951,040","493,511","357,360",3427.003091,500,50000,2
15369,4,2,9,30,6,2020,2739,15234,23223,25025,24401,24369,24392,27059,23745,12812,5819,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,918,488","952,146","648,701","317,641",3926.538649,1558,71000,2
15314,4,1,2,11,7,2020,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,911,512","951,023","605,607","354,882",3648.332308,2500,40000,2
15283,4,4,18,24,8,2020,2739,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,703,447","973,858","510,251","219,338",3462.878091,450,45000,2
15370,4,2,5,30,6,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,871,533","953,618","539,926","377,989",3877.074514,1000,52998,2
15336,4,2,7,1,7,2020,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,739,107","975,179","534,024","229,904",3293.711424,1800,63000,2
15389,4,2,6,18,6,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"1,773,069","976,437","556,666","239,967",3472.398354,500,80000,2
15968,6,1,2,18,2,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"10,020,573","5,322,614","3,399,081","1,298,878",6987,500,45000,3
16044,6,2,10,9,12,2018,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"10,231,001","5,283,822","3,323,448","1,623,732",2929.789969,4000,100000,3
16032,6,2,7,21,8,2018,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"10,430,601","5,286,312","3,322,205","1,822,085",3344.960853,6200,90000,3
16046,6,2,10,10,3,2018,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"10,434,218","5,284,544","3,324,352","1,825,321",3034.831687,300,35000,3
15783,6,1,2,4,2,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"10,140,791","5,582,392","2,729,070","1,829,329",3534.254323,600,45000,3
15934,6,1,2,10,2,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"10,936,305","5,505,693","3,164,566","2,266,046",3620.016981,4000,100000,3
15873,6,3,12,24,6,2018,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"11,185,318","5,437,255","3,624,092","2,123,971",3422.957116,500,48000,3
15827,6,2,7,12,4,2018,2739,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"11,443,803","5,552,300","3,676,179","2,215,325",4941,700,48000,3
15922,6,1,2,1,6,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"11,528,275","5,500,359","3,763,076","2,264,841",3539.319197,6200,90000,3
15911,6,1,2,25,2,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"11,532,743","5,505,401","3,763,902","2,263,440",3550.549682,380,100000,3
15691,6,1,1,10,7,2018,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"12,128,194","5,622,628","4,002,822","2,502,743",5041,380,100000,3
16081,6,2,10,8,12,2018,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"6,208,562","3,162,399","2,272,399","773,764",3861.344513,500,50000,1
16099,6,3,13,20,11,2018,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"6,398,828","3,155,045","2,471,655","772,127",4648,500,30000,1
15923,6,3,12,17,11,2018,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"8,125,912","2,501,280","3,762,412","1,862,220",3614.3308,2428,125000,1
15830,6,3,11,22,7,2018,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"8,409,689","3,558,976","2,475,537","2,375,176",4922,2000,11000,1
15724,6,2,10,2,10,2018,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"8,576,671","3,592,372","2,542,329","2,441,969",3342.248707,1200,105000,1
15910,6,1,2,30,6,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"8,924,509","3,497,327","3,763,185","1,663,996",3554.513817,2000,75000,1
16037,6,3,12,20,2,2018,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"8,235,766","4,288,136","2,123,123","1,824,507",3146.206459,1000,100000,1
15751,6,3,12,13,12,2018,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"9,339,603","3,580,346","3,929,223","1,830,034",3319.289944,500,50000,1
15730,6,2,10,2,7,2018,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"10,175,697","5,589,373","2,743,033","1,843,291",3416.748858,1000,80000,1
15961,6,3,14,21,5,2018,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"10,540,417","5,505,019","2,767,032","2,268,366",5294,730,73000,1
15915,6,3,13,4,6,2018,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"10,932,523","5,505,004","3,763,860","1,663,658",3596.234809,400,67000,1
15705,6,1,2,8,3,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"10,955,273","5,589,215","2,923,451","2,442,607",2879.123227,649,66700,1
15962,6,3,13,1,4,2018,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"11,142,412","5,505,521","3,767,674","1,869,217",5390,1500,40000,1
15831,6,3,11,22,1,2018,2739,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"11,215,150","5,562,725","3,276,292","2,376,133",5056,450,40000,1
15938,6,2,7,29,4,2018,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"11,331,630","5,503,947","3,763,699","2,063,983",3470,900,95000,1
15778,6,1,2,5,8,2018,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"11,347,226","5,589,140","3,329,122","2,428,964",3620.866665,500,56000,1
15775,6,2,10,8,8,2018,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"11,351,400","5,588,712","3,330,604","2,432,084",3620.866665,1100,112000,1
15921,6,1,2,22,4,2018,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"11,521,539","5,494,767","3,763,624","2,263,148",3620.866665,600,40000,1
15950,6,3,13,11,1,2018,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"11,538,311","5,508,011","3,764,639","2,265,661",5147,1000,80000,1
15774,6,2,10,6,6,2018,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"11,575,879","5,578,715","3,729,009","2,268,155",3614.3308,6000,75000,1
15750,6,3,12,22,5,2018,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"11,592,412","5,595,521","3,947,674","2,049,217",3295.669187,800,58800,1
15816,6,3,13,10,1,2018,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"11,811,294","5,556,962","3,876,284","2,378,048",5390,4993,162000,1
15829,6,3,12,6,5,2018,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"11,811,728","5,558,417","3,875,792","2,377,519",5694,500,80000,1
15834,6,2,10,3,1,2018,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"11,817,865","5,561,274","3,877,812","2,378,780",5646,1200,105000,1
15752,6,3,11,20,5,2018,4354,18173,29953,33373,31685,31071,29136,31025,27405,15274,7978,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"11,947,837","5,588,420","3,929,940","2,429,477",2929.789969,650,60000,1
15791,6,2,10,1,8,2018,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"11,953,406","5,591,030","3,930,677","2,431,699",6012,768,55000,1
15692,6,1,1,29,9,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"12,130,368","5,620,652","4,004,380","2,505,336",4708,350,60000,1
15663,6,2,10,16,7,2018,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"12,130,304","5,626,499","4,002,307","2,501,498",4417,148,18900,1
15672,6,1,1,21,10,2018,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"12,131,500","5,625,995","4,002,832","2,502,673",7968,3074,128000,1
